TEAM,0.28453356,1,31.614840000000004
LINGUISTIC ANALYZER,0.2001416,2,44.47591111111112
UNIVERSITY OF COLORADO DENVER,0.17692906,1,19.658784444444446
BEN POPE,0.15091968,1,16.768853333333333
ANALYZER,0.0657951,2,14.621133333333333
TYLER BLANTON,0.048149854,1,5.349983777777778
PAUL BROWN,0.048149854,1,5.349983777777778
PRODUCT,0.018412372,1,2.0458191111111113
MEDTRONIC,0.0069689187,1,0.7743243
