102.26,97.79,10.07
LINGUISTIC ANALYZER,0.7524534,1,75.24534000000001
PROGRAMMERS,0.07457342,1,7.457342000000001
TYLER BLANTON,0.045289014,1,4.5289014000000005
PAUL BROWN,0.04474721,1,4.474721
PAIR,0.028276594,1,2.8276594
MEDTRONIC CAMPUS,0.015237735,1,1.5237735000000001
FOLKS,0.011323807,1,1.1323807
BOULDER,0.010685484,1,1.0685484
COLORADO,0.010685484,1,1.0685484
PROJECT,0.006727883,2,1.3455766
