36.31,275.43,0.03
SWAG MASTER CLEANSE PINTEREST SEMIOTICS PHOTO BOOTH CLOUD BREAD,0.00030175797,5,0.0014997911033797218
SCHLITZ FIXIE MARFA KALE CHIPS,0.0003017012,8,0.002399214314115308
BRUNCH UMAMI,0.00030164942,8,0.00239880254473161
SQUID PLAID,0.00030163873,10,0.002998396918489066
SWAG PLAID STREET ART GREEN JUICE,0.00030152831,10,0.0029972993041749506
CHAMBRAY WAISTCOAT CHARTREUSE HOODIE,0.00030142008,10,0.0029962234592445327
MICRODOSING FAM,0.00030138015,8,0.002396661232604374
LO-FI TILDE SUCCULENTS,0.0003013432,10,0.002995459244532803
MEGGINGS,0.00030133646,201,0.06020738415506958
HELVETICA SQUID SUCCULENTS,0.0003012827,10,0.0029948578528827038
DENIM PITCHFORK VICE BLOG PORTLAND UMAMI,0.00030125893,8,0.002395697256461233
BREAD,0.00030125194,172,0.05150629590457256
UNICORN KALE CHIPS,0.00030124967,8,0.0023956236182902588
UMAMI CELIAC MASTER CLEANSE SYNTH LEGGINGS,0.0003011799,10,0.0029938359840954274
POUTINE HOODIE,0.000301179,9,0.002694444333996024
BEARD INTELLIGENTSIA,0.00030114577,10,0.0029934967196819087
SARTORIAL,0.00030109953,189,0.056568400765407555
PRISM GASTROPUB LEGGINGS,0.00030100223,10,0.0029920698807157056
LEGGINGS,0.00030085337,159,0.04755038352882704
SWAG INTELLIGENTSIA,0.00030084222,10,0.002990479324055666
ECHO PARK UNICORN,0.00030060112,8,0.0023904661630218685
CRAY,0.00030052982,137,0.04092702320079523
UNICORN READYMADE,0.00030045022,16,0.004778532326043737
MESSENGER BAG CORNHOLE RACLETTE,0.0003004205,10,0.0029862872763419483
KITSCH MEGGINGS LEGGINGS,0.00030034687,10,0.0029855553677932403
PITCHFORK MIXTAPE BLOG FARM,0.00030032103,10,0.0029852985089463217
JUICE DIY SUCCULENTS,0.00030013587,9,0.002685112157057654
CRAFT BEER RAMPS LETTERPRESS INTELLIGENTSIA,0.00030001628,10,0.002982269184890656
CHAMBRAY POP,0.00029999894,9,0.002683887137176938
CARDIGAN YR NEUTRA BIODIESEL TRUST FUND CLICHE,0.00029996486,10,0.002981758051689861
MIGAS MESSENGER BAG UNICORN,0.0002999083,8,0.0023849566600397613
POK POK LEGGINGS,0.00029990054,9,0.002683006819085487
CRAFT BEER HOODIE,0.00029989166,6,0.001788618250497018
JUICE PLAID,0.00029982047,9,0.0026822904870775345
BIODIESEL SYNTH SEITAN HELVETICA TBH HOODIE,0.0002997521,8,0.0023837145129224652
COPPER MUG RACLETTE,0.00029961995,9,0.0026804965705765405
DRINKING VINEGAR SUBWAY TILE,0.0002995703,10,0.0029778359840954274
ADAPTOGEN PLAID,0.0002995603,9,0.0026799629224652085
DRINKING VINEGAR POKE,0.00029923988,10,0.0029745514910536775
STREET ART CHARTREUSE LUMBERSEXUAL MUSTACHE,0.00029912742,10,0.002973433598409543
BOTTLE CHARTREUSE POKE,0.00029897547,10,0.0029719231610337974
AIR PLANT RACLETTE,0.00029896048,8,0.002377419324055666
COFFEE TRY,0.00029892556,10,0.00297142703777336
BEARD LEGGINGS,0.00029872847,8,0.002375574314115308
ART PARTY SNACKWAVE RACLETTE PINTEREST,0.00029860236,8,0.002374571451292247
LO-FI,0.0002984543,156,0.04628118369781312
TYPEWRITER FLANNEL MUMBLECORE LEGGINGS,0.00029844357,8,0.0023733087077534793
CHIA WILLIAMSBURG,0.0002983248,8,0.0023723642147117294
DENIM PLAID,0.00029831417,8,0.002372279681908549
BICYCLE RIGHTS SUCCULENTS,0.00029818,8,0.0023712127236580516
COFFEE SUCCULENTS,0.0002981192,8,0.0023707292246520875
VINEGAR CHILLWAVE,0.0002981084,10,0.0029633041749502977
MEGGINGS ARTISAN LO-FI,0.00029804237,10,0.0029626478131212722
HEIRLOOM BANJO,0.00029798743,10,0.002962101689860835
SCHLITZ PLAID,0.00029795087,8,0.002369390616302187
PHOTO BOOTH BICYCLE RIGHTS SHOREDITCH MIXTAPE INTELLIGENTSIA,0.00029794167,8,0.00236931745526839
TRUST FUND SUCCULENTS,0.00029784528,8,0.002368550934393638
HELVETICA LEGGINGS,0.00029776336,8,0.0023678994831013915
KEFFIYEH SELVAGE,0.00029772252,10,0.0029594683896620277
COPPER MUG PORTLAND,0.00029767439,10,0.0029589899602385688
QUINOA LISTICLE VAPE,0.00029767439,10,0.0029589899602385688
RACLETTE,0.0002975157,175,0.051754719184890656
COPPER MUG LEGGINGS,0.0002974563,8,0.0023654576540755464
BOTTLE HASHTAG POP,0.0002974395,8,0.002365324055666004
HEIRLOOM STREET ART ARTISAN ART PARTY PINTEREST,0.00029738055,8,0.0023648552683896624
FRANZEN,0.00029737403,158,0.04670486753479125
SKATEBOARD COPPER MUG SHAMAN VEXILLOLOGIST RACLETTE,0.00029722767,8,0.002363639522862823
HEXAGON VAPE FIXIE,0.00029698623,10,0.002952149403578529
HEIRLOOM LETTERPRESS INTELLIGENTSIA,0.00029690997,8,0.0023611130815109345
LOKO BLOG,0.0002967218,9,0.0026545687872763417
SHAMAN INTELLIGENTSIA,0.0002967194,8,0.0023595976143141154
PORK BELLY GASTROPUB CHURCH,0.00029651518,8,0.002357973598409543
TILDE KOMBUCHA,0.00029599393,8,0.0023538284691848907
VAPE,0.00029590115,164,0.048238358449304165
CRAY SRIRACHA,0.0002958199,8,0.0023524445328031805
PRISM FANNY PACK HELVETICA CHAMBRAY CHURCH,0.00029560883,8,0.0023507660437375746
TRUST FUND,0.00029532617,160,0.04697036500994036
SELVAGE,0.00029519646,178,0.052231580397614316
COLORING BOOK CHICHARRONES HEXAGON,0.00029516622,8,0.002347246282306163
CLOUD BREAD PRISM,0.00029508967,10,0.0029332969184890654
IRONY FORAGE VAPORWARE,0.00029504806,10,0.002932883300198807
DRINKING VINEGAR HASHTAG SUCCULENTS,0.00029496296,8,0.0023456299005964218
TACOS COPPER MUG KEYTAR PITCHFORK BLOG,0.000294913,8,0.0023452326043737577
LO-FI SRIRACHA,0.00029486654,8,0.0023448631411530814
MAN BUN CRONUT LO-FI,0.00029479346,8,0.0023442819880715705
MEDITATION BLOG,0.00029466004,8,0.002343220994035785
TILDE SRIRACHA,0.00029458228,8,0.0023426026242544733
PLAID CRUCIFIX TRY,0.0002945326,10,0.00292775944333996
HELVETICA SELVAGE,0.00029439997,10,0.0029264410536779324
PHOTO BOOTH CLOUD BREAD INTELLIGENTSIA RETRO YUCCIE MUMBLECORE BLOG,0.00029431834,5,0.0014628148111332008
FLANNEL LOMO PLAID SRIRACHA,0.0002942709,8,0.0023401264413518887
COFFEE SEITAN UMAMI TRY,0.00029425722,10,0.0029250220675944333
LO-FI GASTROPUB,0.00029425535,10,0.002925003479125249
SWAG VAPE,0.0002941846,8,0.0023394401590457253
DRINKING VINEGAR PRISM CARDIGAN CHURCH-KEY,0.00029409394,8,0.0023387192047713717
CLOUD BREAD BANJO,0.0002939311,8,0.002337424254473161
DRINKING VINEGAR AESTHETIC,0.00029374185,8,0.0023359192842942345
BANJO,0.0002937118,57,0.01664172226640159
UNICORN DISTILLERY BRUNCH,0.00029370913,10,0.002919573856858847
HEALTH GOTH JIANBING,0.00029370675,10,0.0029195501988071573
DRINKING VINEGAR CLOUD BREAD SUBWAY TILE,0.00029366274,8,0.0023352901789264417
LA CROIX SELVAGE,0.00029365552,10,0.002919040954274354
BRUNCH CLICHE,0.00029365148,10,0.0029190007952286283
TRADE MICRODOSING SQUID PRISM,0.00029362764,10,0.0029187638170974153
SELVAGE BANJO,0.0002934848,10,0.0029173439363817098
HEALTH GOTH,0.00029346682,140,0.04084031292246521
PALEO TRUST FUND,0.0002934657,10,0.00291715407554672
PINTEREST BRUNCH,0.00029346542,10,0.002917151292246521
BLOG CRONUT PRISM,0.0002933281,10,0.0029157862823061633
SEMIOTICS VAPE,0.0002932044,8,0.0023316453280318094
BOTTLE SQUID LO-FI,0.00029313893,8,0.0023311246918489067
OFFAL WAISTCOAT,0.00029311696,8,0.0023309499801192845
RACLETTE WAISTCOAT,0.00029292412,8,0.0023294164612326046
DISTILLERY,0.00029281306,156,0.04540639896620278
TRADE PLAID MEGGINGS CHURCH-KEY,0.00029279757,8,0.0023284100994035786
HEXAGON JEAN SHORTS BRUNCH,0.00029273474,9,0.0026188992644135185
8-BIT,0.00029259847,156,0.04537312258449304
AIR PLANT VICE FAM CARDIGAN BRUNCH,0.0002925203,8,0.0023262051689860834
PITCHFORK VAPE,0.00029246253,8,0.0023257457654075548
BANJO BRUNCH HEIRLOOM RACLETTE FREEGAN CRUCIFIX TRY,0.0002924494,8,0.002325641351888668
SQUID DISTILLERY,0.0002924416,10,0.0029069741550695823
SUBWAY TILE TRUST FUND,0.00029225298,10,0.0029050992047713717
SWAG CLICHE,0.00029217996,10,0.002904373359840955
AIR PLANT TOFU UMAMI KNAUSGAARD BRUNCH,0.0002921492,8,0.0023232540755467198
CLOUD BREAD TRY,0.0002920599,8,0.00232254393638171
BICYCLE RIGHTS,0.00029201448,111,0.03222028556660039
KINFOLK BRUNCH,0.00029185545,8,0.0023209180914512922
BRUNCH,0.00029175903,136,0.039442572644135185
PINTEREST SKATEBOARD,0.0002916628,10,0.002899232604373758
UNICORN SELVAGE,0.00029141616,8,0.0023174247316103376
TRADE LOCAVORE EDISON BULB GASTROPUB POP-UP PRISM,0.00029139203,8,0.002317232842942346
HOODIE SKATEBOARD,0.00029131916,10,0.002895816699801193
JUICE SELVAGE,0.00029110274,8,0.002314932326043737
COLORING BOOK SELVAGE,0.00029109392,8,0.0023148621868787278
SRIRACHA SELVAGE,0.00029107634,8,0.0023147223856858847
UNICORN LISTICLE DISTILLERY SEITAN SELVAGE,0.00029106758,8,0.0023146527236580514
COFFEE TRUST FUND SALVIA,0.00029094858,10,0.002892133001988071
MAN BUN BANJO,0.00029093577,8,0.002313604532803181
JIANBING MUMBLECORE BRUNCH,0.00029081415,8,0.002312637375745527
TRUST FUND UMAMI,0.00029079334,15,0.004335884791252486
GASTROPUB MEDITATION BRUNCH,0.0002907655,8,0.002312250497017893
WAISTCOAT GASTROPUB,0.00029065806,9,0.002600320616302187
TUMERIC PITCHFORK CLICHE,0.00029062747,9,0.0026000469483101396
FANNY PACK FORAGE SKATEBOARD BRUNCH,0.00029056193,8,0.0023106316500994036
WOLF MOON FOOD TRUCK PUG,0.0002905219,9,0.0025991024850894637
BOTTLE MIGAS SKATEBOARD,0.00029048274,10,0.002887502385685885
TRADE OFFAL GOCHUJANG SWAG FORAGE,0.0002904654,10,0.002887330019880715
CRAFT BEER KOGI,0.00029046478,10,0.002887323856858847
CARRY TYPEWRITER,0.0002904266,10,0.0028869443339960238
BATCH SALVIA MESSENGER BAG MUSTACHE,0.00029039686,10,0.0028866487077534794
GASTROPUB,0.00029037733,147,0.0424308822166998
CRAFT BEER CARDIGAN GASTROPUB,0.0002903349,9,0.002597429522862823
FANNY PACK PRISM,0.00029021435,8,0.0023078675944333995
MUSTACHE,0.00029016667,136,0.0392273033001988
HELVETICA PRISM,0.00029006216,8,0.0023066573359840953
MAN BUN SKATEBOARD,0.00028989065,9,0.0025934551192842944
SKATEBOARD,0.00028977438,46,0.013250120755467198
BANH MI CLICHE,0.00028962243,8,0.002303160477137177
PORK BELLY SUBWAY TILE POKE MUSTACHE,0.00028933072,8,0.0023008407157057657
CORNHOLE TRUST FUND,0.00028924565,8,0.0023001642147117297
WOLF MOON FORAGE,0.0002890158,8,0.0022983363817097413
AIR PLANT ART PARTY SEMIOTICS SRIRACHA GODARD NEUTRA MIXTAPE DISTILLERY,0.0002886473,6,0.0017215544731610337
PINTEREST DISTILLERY,0.00028858558,8,0.002294915149105368
FLANNEL CRUCIFIX,0.00028848078,10,0.0028676021868787277
NEUTRA,0.00028842798,157,0.045013114174950304
DENIM,0.00028829873,148,0.04241372966202783
KEYTAR VENMO DISTILLERY,0.00028826928,8,0.002292399840954274
PITCHFORK,0.0002881353,163,0.04668593827037773
TYPEWRITER,0.0002881105,154,0.04410439065606362
CHILLWAVE MUSTACHE,0.00028810758,8,0.002291113956262426
UNICORN SKATEBOARD TRY,0.0002878634,8,0.002289172166998012
CELIAC CRUCIFIX,0.00028784748,10,0.002861306958250497
NORMCORE PITCHFORK,0.00028783575,10,0.0028611903578528827
INTELLIGENTSIA BEARD AF KINFOLK FLEXITARIAN,0.00028740466,10,0.0028569051689860837
CHILLWAVE,0.0002873023,179,0.0511203893638171
CRAFT BEER CRUCIFIX,0.00028693597,10,0.002852246222664016
UNICORN NEUTRA,0.0002865451,10,0.0028483608349900596
MICRODOSING PUG,0.0002864752,10,0.0028476660039761436
FANNY PACK AF,0.000285615,10,0.0028391153081510933
CHARCOAL KOMBUCHA CRUCIFIX,0.00028541108,10,0.002837088270377734
TAXIDERMY BIODIESEL CHILLWAVE,0.00028523177,9,0.0025517752783300197
CRAFT BEER MASTER CLEANSE KOGI,0.0002852028,8,0.0022680143141153085
TOTE BAG PHOTO BOOTH LYFT,0.00028504163,10,0.0028334158051689863
WAISTCOAT NEUTRA,0.00028498968,8,0.0022663195228628235
COFFEE CRUCIFIX,0.00028479408,10,0.002830955069582505
BUSHWICK FLANNEL,0.00028435598,10,0.0028266001988071572
CRUCIFIX,0.00028414803,165,0.04660479617296223
FASHION AXE,0.00028408563,133,0.03755804054671968
DIY SEITAN EDISON BULB SELFIES,0.00028408508,8,0.0022591258846918487
BANH MI HEALTH GOTH,0.00028348563,8,0.0022543588866799206
MAN BUN TYPEWRITER,0.00028330533,10,0.0028161563618290257
HAMMOCK SRIRACHA EDISON BULB FAM CRUCIFIX,0.0002832981,8,0.0022528675944333996
MAN BUN POKE CRUCIFIX,0.00028324043,8,0.0022524089860834987
KNAUSGAARD,0.00028321307,164,0.0461699239363817
BICYCLE RIGHTS HEXAGON LISTICLE PITCHFORK,0.00028316726,8,0.0022518271172962227
ROOF PARTY HEALTH GOTH,0.00028306243,8,0.0022509934791252483
BIODIESEL NEUTRA CARDIGAN POUTINE,0.0002829963,8,0.0022504675944333996
MESSENGER BAG FLANNEL PITCHFORK,0.00028299246,8,0.0022504370576540756
CRONUT,0.00028289013,192,0.05399095920477138
LYFT,0.00028284808,176,0.049484355944333994
LOKO,0.00028215832,201,0.056375568906560626
OFFAL FLANNEL,0.00028197368,10,0.0028029192842942345
CHARTREUSE TYPEWRITER,0.00028187232,9,0.0025217205566600395
VINYL MEDITATION CRUCIFIX,0.00028181798,8,0.0022410972564612325
CLOUD BREAD LUMBERSEXUAL,0.0002816748,8,0.0022399586481113318
FOOD TRUCK LOMO FASHION,0.0002810084,10,0.0027933240556660037
SNACKWAVE,0.0002809547,176,0.04915310854870776
FLANNEL,0.00028071168,152,0.04241369320079523
GODARD SYNTH TYPEWRITER,0.00028053587,8,0.002230901550695825
BESPOKE,0.00028031864,27,0.007523462504970178
SEITAN TYPEWRITER,0.0002801919,8,0.0022281662027833003
ARTISAN,0.00028017515,151,0.042054122912524854
ECHO PARK SHAMAN LUMBERSEXUAL,0.00028015842,8,0.0022278999602385685
KEYTAR MLKSHK,0.0002799558,10,0.002782860834990059
CHIA,0.00027989905,108,0.03004880457256461
MAN BUN RAW DENIM,0.00027987792,8,0.002225669343936382
BLUE BOTTLE TYPEWRITER,0.00027981767,8,0.0022251902186878727
XOXO FLANNEL,0.00027974634,10,0.0027807787276341945
BULB LYFT,0.00027971942,8,0.0022244089065606362
TOTE BAG DISTILLERY KNAUSGAARD,0.0002797063,10,0.0027803807157057653
ROOF PARTY AF,0.0002796331,10,0.0027796530815109343
BICYCLE RIGHTS LUMBERSEXUAL,0.000279584,8,0.002223332007952286
SWAG MESSENGER BAG SNACKWAVE,0.0002793486,10,0.0027768250497017893
TRUST FUND UMAMI KNAUSGAARD,0.000278524,8,0.0022149025844930416
FRANZEN BANH,0.00027850026,10,0.0027683922465208746
SCENESTER,0.00027837476,140,0.03874002624254474
DIY VAPE MUSTACHE LYFT,0.00027816632,8,0.0022120582107355864
FOOD TRUCK KEYTAR TOTE BAG ARTISAN,0.00027793093,10,0.0027627329025844928
AF,0.00027789795,552,0.15248475984095428
CRAFT BEER FLANNEL,0.00027784193,8,0.0022094785685884692
MEDITATION TOFU CRUCIFIX LYFT,0.00027775936,8,0.0022088219483101393
VINYL CRONUT,0.00027760808,8,0.0022076189264413518
CHAMBRAY SALVIA ECHO PARK,0.0002773115,10,0.0027565755467196815
BULB TILDE VICE SNACKWAVE,0.00027728893,10,0.0027563511928429428
MAN BRAID KOMBUCHA,0.00027711975,10,0.002754669483101392
TRUST FUND MUMBLECORE,0.0002771001,10,0.0027544741550695824
SRIRACHA PITCHFORK MUMBLECORE KNAUSGAARD,0.00027708418,8,0.0022034527236580517
SQUID CRONUT,0.00027704026,8,0.0022031034592445327
SALVIA PALEO MUMBLECORE,0.00027702836,10,0.0027537610337972167
POUTINE CHARTREUSE MASTER CLEANSE DIY LOCAVORE ARTISAN,0.00027676916,10,0.0027511844930417496
BRUNCH FLANNEL,0.00027672897,8,0.002200627992047713
PORK BELLY FASHION,0.00027665574,10,0.002750057057654076
PRISM FOOD TRUCK PORTLAND LUMBERSEXUAL AF,0.0002766492,8,0.0021999936381709743
CRED FLANNEL,0.00027652527,8,0.002199008111332008
HEXAGON,0.00027651538,122,0.03353367431411531
CLOUD BREAD KNAUSGAARD FLANNEL,0.00027626872,8,0.002196967952286282
SWAG CARDIGAN,0.0002760728,10,0.0027442624254473157
BLOG TILDE,0.00027603848,10,0.0027439212723658056
BATCH KOMBUCHA,0.00027540178,8,0.0021900737972167
HEXAGON BANH,0.00027515081,8,0.0021880780119284296
LETTERPRESS ENNUI TRUFFAUT FASHION,0.0002751344,8,0.002187947514910537
MAN BUN HEXAGON,0.00027509694,9,0.0024611058250497016
VEXILLOLOGIST WAISTCOAT BLOG SEITAN,0.00027507398,10,0.0027343337972167
KEFFIYEH,0.00027499677,171,0.046743983767395636
BUTCHER POKE ECHO PARK,0.0002746728,9,0.002457311332007952
WOLF MOON BITTERS CRAFT BEER HEXAGON,0.0002746653,8,0.0021842170974155067
MEDITATION SCENESTER KOMBUCHA,0.00027459697,8,0.002183673717693837
MAN BRAID,0.00027456268,128,0.03493441654075547
DENIM KEFFIYEH,0.0002743922,10,0.002727556660039762
POKE,0.00027421842,411,0.1120315811332008
YUCCIE SELVAGE CRAFT BEER TACOS,0.00027419633,10,0.0027256096421471175
DENIM LOMO NORMCORE,0.00027399548,10,0.0027236131212723656
HOODIE HEXAGON,0.00027398553,8,0.0021788113717693836
SEITAN,0.00027371006,172,0.04679734624254473
COFFEE MLKSHK MUSTACHE BICYCLE RIGHTS,0.00027356952,10,0.002719378926441352
KOGI HAMMOCK,0.00027351378,10,0.002718824850894632
HELVETICA BUSHWICK,0.00027347697,8,0.0021747671570576544
FOOD TRUCK HEIRLOOM,0.0002734618,10,0.0027183081510934394
KEFFIYEH HOODIE TUMERIC TAXIDERMY LISTICLE BICYCLE RIGHTS,0.0002734519,10,0.0027182097415506955
KEYTAR POKE,0.0002734267,8,0.0021743673956262422
DIY HEXAGON,0.00027313203,6,0.0016290180715705762
BEARD LYFT KALE CHIPS PINTEREST MUMBLECORE,0.0002731255,8,0.002171972166998012
MUMBLECORE,0.00027309137,152,0.041262314353876735
ETSY SEITAN CHAMBRAY,0.0002728942,10,0.002712666003976143
CHAMBRAY POKE,0.0002728187,8,0.0021695324055666003
MASTER CLEANSE,0.00027271314,179,0.04852450502982108
LETTERPRESS,0.00027206287,161,0.043540876809145125
PALO SANTO BICYCLE RIGHTS,0.00027201104,17,0.004596608031809145
STREET ART SCENESTER,0.00027171566,8,0.0021607607157057653
SRIRACHA BICYCLE RIGHTS,0.00027163455,10,0.0027001446322067594
CARDIGAN LOMO KEFFIYEH,0.00027154724,9,0.0024293490656063614
TUMERIC,0.00027147518,164,0.044256391172962234
SHAMAN,0.0002714374,139,0.037504769980119285
ECHO PARK BICYCLE RIGHTS,0.00027140486,10,0.0026978614314115312
TACOS,0.00027136254,28,0.007552834115308151
FREEGAN CHAMBRAY CRONUT YR BITTERS,0.00027128312,10,0.002696651292246521
WAISTCOAT SCENESTER,0.00027123964,8,0.002156975268389662
SQUID MESSENGER BAG SRIRACHA INTELLIGENTSIA KEFFIYEH,0.00027099205,8,0.0021550063618290256
ENAMEL PIN CRED SCENESTER,0.00027096068,8,0.00215475689860835
NORMCORE,0.00027083972,156,0.04199900230616302
LISTICLE TACOS,0.00027072345,17,0.004574849552683896
LETTERPRESS KOMBUCHA BICYCLE RIGHTS,0.0002707178,9,0.0024219286282306162
SKATEBOARD PUG,0.00027060145,10,0.0026898752485089465
SEMIOTICS HEIRLOOM,0.0002704091,8,0.0021503705765407556
IRONY FLANNEL HEIRLOOM,0.00027033983,8,0.00214981972166998
CHAMBRAY,0.00027024487,124,0.033310500874751486
FASHION AXE HEIRLOOM,0.00027020538,8,0.0021487505367793237
MUMBLECORE HUMBLEBRAG,0.00027017653,10,0.0026856513916500993
KNAUSGAARD FIXIE HEIRLOOM,0.00027014728,8,0.002148288508946322
TAXIDERMY VINYL,0.00027008285,10,0.002684720178926442
TRUST FUND DREAMCATCHER UMAMI KEFFIYEH,0.00026997676,8,0.0021469324850894632
BANJO COLORING BOOK VINYL,0.00026986183,10,0.002682523161033797
IRONY CHAMBRAY PUG,0.00026940295,9,0.00241016555666004
KICKSTARTER OFFAL PUG,0.00026911925,8,0.002140113320079523
AFFOGATO PUG,0.00026888057,8,0.002138215268389662
WOLF TACOS,0.0002688789,10,0.002672752485089463
BITTERS,0.00026887382,144,0.038486908628230614
BICYCLE RIGHTS HAMMOCK,0.00026881258,10,0.00267209324055666
DREAMCATCHER TUMERIC,0.00026870734,10,0.002671047117296223
TYPEWRITER PUG,0.00026867932,8,0.0021366148707753474
MAN BUN NORMCORE,0.00026853068,8,0.002135432842942346
TUMERIC ADAPTOGEN,0.00026846176,10,0.0026686059642147117
PUG,0.00026845877,144,0.03842749789264414
GODARD JIANBING,0.00026842556,8,0.00213459689860835
ECHO PARK GENTRIFY,0.00026838836,8,0.0021343010735586482
TOFU MESSENGER BAG BITTERS,0.0002683339,10,0.0026673349900596423
LISTICLE CHAMBRAY,0.00026828237,8,0.0021334582107355865
DIY CARDIGAN NORMCORE,0.00026809314,8,0.0021319533996023857
SELVAGE SHAMAN,0.00026791284,9,0.0023968345526838965
COFFEE NORMCORE,0.0002676818,8,0.002128682306163022
CARDIGAN PUG,0.00026763376,8,0.0021283002783300197
ENNUI MUSTACHE BLOG PUG,0.00026750125,8,0.0021272465208747515
VICE TUMERIC,0.00026739773,10,0.002658029125248509
FRANZEN NARWHAL,0.0002673465,10,0.002657519880715706
TRADE JEAN SHORTS SHAMAN,0.0002669872,8,0.002123158648111332
VHS SUCCULENTS VINYL,0.00026691717,8,0.0021226017495029822
TRUST FUND GOCHUJANG,0.00026676623,10,0.0026517517892644137
MEDITATION MAN BRAID,0.00026674994,10,0.0026515898608349894
KEYTAR TACOS,0.00026671548,8,0.0021209978528827036
COFFEE TACOS,0.00026668762,8,0.002120776302186879
AIR PLANT JEAN SHORTS ROOF PARTY VICE FORAGE LYFT ADAPTOGEN,0.00026631213,8,0.002117790298210736
KNAUSGAARD HAMMOCK,0.0002660252,10,0.0026443856858846923
WAYFARERS BITTERS,0.00026599964,9,0.002379718449304175
BREAD JIANBING TACOS,0.00026595977,8,0.002114988230616302
IRONY FIXIE,0.00026593005,10,0.00264343986083499
DOLLAR TOAST ADAPTOGEN,0.00026583578,8,0.002114002226640159
WOLF MOON BITTERS,0.00026573308,16,0.004226371053677932
HEIRLOOM VINYL,0.0002656956,8,0.0021128874751491053
ENAMEL PIN,0.00026536454,131,0.03455542220675944
FIXIE,0.0002652786,124,0.03269835626242545
CHILLWAVE LEGGINGS RAMPS,0.00026498028,10,0.002633998807157058
BEARD BUSHWICK SCENESTER POUTINE,0.00026494544,8,0.0021069219880715706
POUTINE,0.0002648143,113,0.029745542644135186
DOLLAR TOAST POKE SCENESTER ART PARTY MLKSHK HASHTAG NORMCORE TUMERIC,0.00026416802,8,0.0021007397216699798
DENIM HAMMOCK YR,0.00026384,10,0.0026226640159045726
VICE BITTERS,0.00026382683,8,0.0020980264811133196
GASTROPUB HAMMOCK TOTE BAG IRONY SEITAN BEARD TUMERIC,0.00026360725,8,0.0020962803180914515
SKATEBOARD BITTERS,0.0002635019,8,0.0020954425447316104
TILDE,0.0002630566,174,0.04549885526838966
TAXIDERMY POUTINE,0.00026301265,17,0.004444547763419484
DOLLAR TOAST TRUST FUND VINYL TUMERIC,0.0002629998,8,0.0020914497017892643
AIR PLANT,0.00026242642,120,0.03130335029821074
ADAPTOGEN MASTER CLEANSE,0.00026210217,8,0.002084311491053678
ROOF PARTY LOCAVORE,0.0002619899,10,0.0026042733598409546
NARWHAL,0.00026197924,150,0.039062510934393634
CHARTREUSE MASTER CLEANSE CORNHOLE MESSENGER BAG,0.00026181305,8,0.002082012326043738
LISTICLE,0.0002618071,122,0.03174996640159046
DIY LUMBERSEXUAL UMAMI MASTER CLEANSE,0.0002617723,8,0.002081688270377734
KITSCH,0.00026154186,149,0.03873731326043737
PLAID MASTER CLEANSE VICE FAM,0.0002613104,8,0.0020780151093439366
BICYCLE RIGHTS FIXIE,0.0002612948,8,0.002077891053677933
DENIM FIXIE,0.00026118613,8,0.0020770268787276345
DENIM ENAMEL PIN,0.0002610083,8,0.0020756127236580516
SYNTH HEALTH GOTH NARWHAL,0.0002609553,10,0.002593989065606361
LOCAVORE,0.00026094491,122,0.03164540658051689
JEAN SHORTS VINYL RAMPS,0.00026083458,10,0.0025927890656063618
KEFFIYEH POUTINE TILDE,0.00026082894,8,0.002074186401590457
CHILLWAVE WOLF TBH TOFU,0.00026076543,10,0.002592101689860835
BANH MI TILDE BEARD YR,0.0002606828,10,0.0025912803180914512
SCHLITZ FIXIE,0.0002605212,15,0.003884510934393639
MESSENGER BAG BUTCHER,0.00026050606,10,0.002589523459244533
SUBWAY TILE FOOD TRUCK BUTCHER,0.00026036744,10,0.002588145526838966
DREAMCATCHER,0.00026001045,100,0.025845969184890658
CLOUD BREAD MAN BUN KINFOLK,0.00025954217,10,0.0025799420477137175
DREAMCATCHER NARWHAL,0.0002593532,10,0.0025780636182902586
HUMBLEBRAG,0.00025926105,122,0.031441200894632204
TILDE LISTICLE,0.00025899423,9,0.002317045795228629
DIY FOOD TRUCK QUINOA,0.00025857065,10,0.0025702847912524853
PBR&B KINFOLK,0.0002584368,10,0.0025689542743538765
ENAMEL PIN POKE ROOF PARTY HUMBLEBRAG WOLF RACLETTE MICRODOSING LOCAVORE,0.00025832414,10,0.0025678343936381713
TOFU,0.00025816332,121,0.031051453001988073
NARWHAL WAISTCOAT LOMO,0.0002580123,8,0.0020517876739562626
PBR&B LOMO,0.0002575458,8,0.0020480779324055665
TAXIDERMY BUTCHER RAMPS,0.0002574301,8,0.0020471578528827037
SKATEBOARD KALE CHIPS RETRO MIGAS COPPER MUG VICE NARWHAL,0.00025683412,8,0.002042418449304175
SCHLITZ TYPEWRITER BRUNCH DREAMCATCHER,0.00025649904,10,0.0025496922465208746
BUTCHER,0.0002562564,85,0.021651882703777336
DRINKING VINEGAR ENAMEL PIN KINFOLK,0.00025606056,10,0.0025453335984095427
HELVETICA SQUID TOFU,0.00025585943,8,0.0020346674353876743
EVERYDAY,0.00025583888,108,0.027465804214711727
STREET ART JIANBING BUTCHER,0.0002557631,8,0.0020339013916500994
ADAPTOGEN RAMPS,0.0002557366,8,0.0020336906560636183
HEALTH GOTH SCHLITZ YR,0.0002552322,10,0.002537099403578529
SEMIOTICS CLICHE BUTCHER,0.0002552234,8,0.002029609542743539
BIODIESEL TAXIDERMY BUTCHER,0.00025519592,8,0.002029391013916501
